,State,County,Census_Tract,Population
0,AK,Aleutians East,3141,1
1,AK,Aleutians West,5561,2
2,AK,Anchorage,291826,55
3,AK,Bethel,17013,3
4,AK,Bristol Bay,997,1
5,AK,Denali,1826,1
6,AK,Dillingham,4847,2
7,AK,Fairbanks North Star,97581,19
8,AK,Haines,2508,1
9,AK,Hoonah-Angoon,2150,2
10,AK,Juneau,31275,6
11,AK,Kenai Peninsula,55400,13
12,AK,Ketchikan Gateway,13477,4
13,AK,Kodiak Island,13592,5
14,AK,Lake and Peninsula,1631,1
15,AK,Matanuska-Susitna,88995,24
16,AK,Nome,9492,2
17,AK,North Slope,9430,3
18,AK,Northwest Arctic,7523,2
19,AK,Petersburg,3815,1
20,AK,Prince of Wales-Hyder,5559,4
21,AK,Sitka,8881,2
22,AK,Skagway,968,1
23,AK,Southeast Fairbanks,7029,2
24,AK,Valdez-Cordova,9636,3
25,AK,Wade Hampton,7459,1
26,AK,Wrangell,2369,1
27,AK,Yakutat,662,1
28,AK,Yukon-Koyukuk,5588,4
29,AL,Autauga,54571,12
30,AL,Baldwin,182265,31
31,AL,Barbour,27457,9
32,AL,Bibb,22915,4
33,AL,Blount,57322,9
34,AL,Bullock,10914,3
35,AL,Butler,20947,9
36,AL,Calhoun,118572,31
37,AL,Chambers,34215,9
38,AL,Cherokee,25989,6
39,AL,Chilton,43643,9
40,AL,Choctaw,13859,4
41,AL,Clarke,25833,9
42,AL,Clay,13932,4
43,AL,Cleburne,14972,4
44,AL,Coffee,49948,14
45,AL,Colbert,54428,14
46,AL,Conecuh,13228,5
47,AL,Coosa,11539,3
48,AL,Covington,37765,14
49,AL,Crenshaw,13906,6
50,AL,Cullman,80406,18
51,AL,Dale,50251,14
52,AL,Dallas,43820,15
53,AL,DeKalb,71109,14
54,AL,Elmore,79303,15
55,AL,Escambia,38319,9
56,AL,Etowah,104430,30
57,AL,Fayette,17241,5
58,AL,Franklin,31704,9
59,AL,Geneva,26790,6
60,AL,Greene,9045,3
61,AL,Hale,15760,6
62,AL,Henry,17302,6
63,AL,Houston,101547,22
64,AL,Jackson,53227,11
65,AL,Jefferson,658466,163
66,AL,Lamar,14564,3
67,AL,Lauderdale,92709,22
68,AL,Lawrence,34339,9
69,AL,Lee,140247,27
70,AL,Limestone,82782,16
71,AL,Lowndes,11299,4
72,AL,Macon,21452,12
73,AL,Madison,334811,73
74,AL,Marengo,21027,6
75,AL,Marion,30776,8
76,AL,Marshall,93019,18
77,AL,Mobile,412992,114
78,AL,Monroe,23068,7
79,AL,Montgomery,229363,65
80,AL,Morgan,119490,27
81,AL,Perry,10591,3
82,AL,Pickens,19746,5
83,AL,Pike,32899,8
84,AL,Randolph,22913,6
85,AL,Russell,52947,13
86,AL,Shelby,195085,48
87,AL,St. Clair,83593,13
88,AL,Sumter,13763,4
89,AL,Talladega,82291,22
90,AL,Tallapoosa,41616,10
91,AL,Tuscaloosa,194656,47
92,AL,Walker,67023,18
93,AL,Washington,17581,5
94,AL,Wilcox,11670,4
95,AL,Winston,24484,7
96,AR,Arkansas,19019,8
97,AR,Ashley,21853,7
98,AR,Baxter,41513,9
99,AR,Benton,221339,49
100,AR,Boone,36903,7
101,AR,Bradley,11508,5
102,AR,Calhoun,5368,2
103,AR,Carroll,27446,5
104,AR,Chicot,11800,4
105,AR,Clark,22995,5
106,AR,Clay,16083,6
107,AR,Cleburne,25970,7
108,AR,Cleveland,8689,2
109,AR,Columbia,24552,5
110,AR,Conway,21273,6
111,AR,Craighead,96443,17
112,AR,Crawford,61948,11
113,AR,Crittenden,50902,20
114,AR,Cross,17870,6
115,AR,Dallas,8116,3
116,AR,Desha,13008,5
117,AR,Drew,18509,5
118,AR,Faulkner,113237,25
119,AR,Franklin,18125,3
120,AR,Fulton,12245,2
121,AR,Garland,96024,20
122,AR,Grant,17853,4
123,AR,Greene,42090,9
124,AR,Hempstead,22609,5
125,AR,Hot Spring,32923,7
126,AR,Howard,13789,3
127,AR,Independence,36647,8
128,AR,Izard,13696,4
129,AR,Jackson,17997,5
130,AR,Jefferson,77435,24
131,AR,Johnson,25540,6
132,AR,Lafayette,7645,2
133,AR,Lawrence,17415,6
134,AR,Lee,10424,4
135,AR,Lincoln,14134,4
136,AR,Little River,13171,4
137,AR,Logan,22353,6
138,AR,Lonoke,68356,16
139,AR,Madison,15717,4
140,AR,Marion,16653,4
141,AR,Miller,43462,12
142,AR,Mississippi,46480,12
143,AR,Monroe,8149,3
144,AR,Montgomery,9487,3
145,AR,Nevada,8997,3
146,AR,Newton,8330,2
147,AR,Ouachita,26120,6
148,AR,Perry,10445,3
149,AR,Phillips,21757,6
150,AR,Pike,11291,3
151,AR,Poinsett,24583,7
152,AR,Polk,20662,6
153,AR,Pope,61754,11
154,AR,Prairie,8715,3
155,AR,Pulaski,382748,95
156,AR,Randolph,17969,4
157,AR,Saline,107118,21
158,AR,Scott,11233,3
159,AR,Searcy,8195,3
160,AR,Sebastian,125744,26
161,AR,Sevier,17058,4
162,AR,Sharp,17264,4
163,AR,St. Francis,28258,6
164,AR,Stone,12394,3
165,AR,Union,41639,10
166,AR,Van Buren,17295,5
167,AR,Washington,203065,32
168,AR,White,77076,13
169,AR,Woodruff,7260,2
170,AR,Yell,22185,6
171,AZ,Apache,71518,16
172,AZ,Cochise,131346,32
173,AZ,Coconino,134421,28
174,AZ,Gila,53597,16
175,AZ,Graham,37220,9
176,AZ,Greenlee,8437,3
177,AZ,La Paz,20489,9
178,AZ,Maricopa,3817117,916
179,AZ,Mohave,200186,43
180,AZ,Navajo,107449,31
181,AZ,Pima,980263,241
182,AZ,Pinal,375770,75
183,AZ,Santa Cruz,47420,10
184,AZ,Yavapai,211033,42
185,AZ,Yuma,195751,55
186,CA,Alameda,1510271,360
187,CA,Alpine,1175,1
188,CA,Amador,38091,9
189,CA,Butte,220000,51
190,CA,Calaveras,45578,10
191,CA,Colusa,21419,5
192,CA,Contra Costa,1049025,208
193,CA,Del Norte,28610,7
194,CA,El Dorado,181058,43
195,CA,Fresno,930450,199
196,CA,Glenn,28122,6
197,CA,Humboldt,134623,30
198,CA,Imperial,174528,31
199,CA,Inyo,18546,6
200,CA,Kern,839631,151
201,CA,Kings,152982,27
202,CA,Lake,64665,15
203,CA,Lassen,34895,9
204,CA,Los Angeles,9818605,2343
205,CA,Madera,150865,23
206,CA,Marin,252409,55
207,CA,Mariposa,18251,6
208,CA,Mendocino,87841,20
209,CA,Merced,255793,49
210,CA,Modoc,9686,4
211,CA,Mono,14202,3
212,CA,Monterey,415057,93
213,CA,Napa,136484,40
214,CA,Nevada,98764,20
215,CA,Orange,3010232,583
216,CA,Placer,348432,85
217,CA,Plumas,20007,7
218,CA,Riverside,2189641,453
219,CA,Sacramento,1418788,317
220,CA,San Benito,55269,11
221,CA,San Bernardino,2035210,369
222,CA,San Diego,3095313,628
223,CA,San Francisco,805235,196
224,CA,San Joaquin,685306,139
225,CA,San Luis Obispo,269637,53
226,CA,San Mateo,718451,158
227,CA,Santa Barbara,423895,90
228,CA,Santa Clara,1781642,372
229,CA,Santa Cruz,262382,52
230,CA,Shasta,177223,48
231,CA,Sierra,3240,1
232,CA,Siskiyou,44900,14
233,CA,Solano,413344,96
234,CA,Sonoma,483878,99
235,CA,Stanislaus,514453,94
236,CA,Sutter,94737,21
237,CA,Tehama,63463,11
238,CA,Trinity,13786,5
239,CA,Tulare,442179,78
240,CA,Tuolumne,55365,11
241,CA,Ventura,823318,174
242,CA,Yolo,200849,41
243,CA,Yuba,72155,14
244,CO,Adams,441603,97
245,CO,Alamosa,15445,4
246,CO,Arapahoe,572003,147
247,CO,Archuleta,12084,4
248,CO,Baca,3788,2
249,CO,Bent,6499,1
250,CO,Boulder,294567,68
251,CO,Broomfield,55889,18
252,CO,Chaffee,17809,5
253,CO,Cheyenne,1836,1
254,CO,Clear Creek,9088,3
255,CO,Conejos,8256,2
256,CO,Costilla,3524,2
257,CO,Crowley,5823,1
258,CO,Custer,4255,1
259,CO,Delta,30952,7
260,CO,Denver,600158,144
261,CO,Dolores,2064,1
262,CO,Douglas,285465,61
263,CO,Eagle,52197,14
264,CO,El Paso,622263,130
265,CO,Elbert,23086,7
266,CO,Fremont,46824,14
267,CO,Garfield,56389,11
268,CO,Gilpin,5441,1
269,CO,Grand,14843,3
270,CO,Gunnison,15324,4
271,CO,Hinsdale,843,1
272,CO,Huerfano,6711,2
273,CO,Jackson,1394,1
274,CO,Jefferson,534543,138
275,CO,Kiowa,1398,1
276,CO,Kit Carson,8270,3
277,CO,La Plata,51334,10
278,CO,Lake,7310,2
279,CO,Larimer,299630,73
280,CO,Las Animas,15507,6
281,CO,Lincoln,5467,2
282,CO,Logan,22709,6
283,CO,Mesa,146723,29
284,CO,Mineral,712,1
285,CO,Moffat,13795,4
286,CO,Montezuma,25535,7
287,CO,Montrose,41276,10
288,CO,Morgan,28159,8
289,CO,Otero,18831,7
290,CO,Ouray,4436,1
291,CO,Park,16206,5
292,CO,Phillips,4442,2
293,CO,Pitkin,17148,4
294,CO,Prowers,12551,5
295,CO,Pueblo,159063,55
296,CO,Rio Blanco,6666,2
297,CO,Rio Grande,11982,3
298,CO,Routt,23509,8
299,CO,Saguache,6108,2
300,CO,San Juan,699,1
301,CO,San Miguel,7359,4
302,CO,Sedgwick,2379,1
303,CO,Summit,27994,5
304,CO,Teller,23350,6
305,CO,Washington,4814,2
306,CO,Weld,252825,77
307,CO,Yuma,10043,2
308,CT,Fairfield,916829,211
309,CT,Hartford,894014,224
310,CT,Litchfield,189927,51
311,CT,Middlesex,165676,36
312,CT,New Haven,862477,190
313,CT,New London,274055,66
314,CT,Tolland,152691,29
315,CT,Windham,118428,25
316,DC,District of Columbia,601723,179
317,DE,Kent,162310,33
318,DE,New Castle,538479,131
319,DE,Sussex,197145,54
320,FL,Alachua,247336,56
321,FL,Baker,27115,4
322,FL,Bay,168852,44
323,FL,Bradford,28520,4
324,FL,Brevard,543376,113
325,FL,Broward,1748066,361
326,FL,Calhoun,14625,3
327,FL,Charlotte,159978,39
328,FL,Citrus,141236,27
329,FL,Clay,190865,30
330,FL,Collier,321520,73
331,FL,Columbia,67531,12
332,FL,DeSoto,34862,9
333,FL,Dixie,16422,3
334,FL,Duval,864263,173
335,FL,Escambia,297619,71
336,FL,Flagler,95696,20
337,FL,Franklin,11549,4
338,FL,Gadsden,46389,9
339,FL,Gilchrist,16939,5
340,FL,Glades,12884,4
341,FL,Gulf,15863,3
342,FL,Hamilton,14799,3
343,FL,Hardee,27731,6
344,FL,Hendry,39140,7
345,FL,Hernando,172778,45
346,FL,Highlands,98786,27
347,FL,Hillsborough,1229226,321
348,FL,Holmes,19927,4
349,FL,Indian River,138028,30
350,FL,Jackson,49746,11
351,FL,Jefferson,14761,3
352,FL,Lafayette,8870,2
353,FL,Lake,297052,56
354,FL,Lee,618754,166
355,FL,Leon,275487,68
356,FL,Levy,40801,9
357,FL,Liberty,8365,2
358,FL,Madison,19224,5
359,FL,Manatee,322833,78
360,FL,Marion,331298,63
361,FL,Martin,146318,35
362,FL,Miami-Dade,2496435,519
363,FL,Monroe,73090,30
364,FL,Nassau,73314,12
365,FL,Okaloosa,180822,41
366,FL,Okeechobee,39996,12
367,FL,Orange,1145956,207
368,FL,Osceola,268685,41
369,FL,Palm Beach,1320134,337
370,FL,Pasco,464697,134
371,FL,Pinellas,916542,245
372,FL,Polk,602095,154
373,FL,Putnam,74364,17
374,FL,Santa Rosa,151372,25
375,FL,Sarasota,379448,94
376,FL,Seminole,422718,86
377,FL,St. Johns,190039,40
378,FL,St. Lucie,277789,44
379,FL,Sumter,93420,19
380,FL,Suwannee,41551,7
381,FL,Taylor,22570,4
382,FL,Union,15535,3
383,FL,Volusia,494593,113
384,FL,Wakulla,30776,4
385,FL,Walton,55043,11
386,FL,Washington,24896,7
387,GA,Appling,18236,5
388,GA,Atkinson,8375,3
389,GA,Bacon,11096,3
390,GA,Baker,3451,2
391,GA,Baldwin,45720,9
392,GA,Banks,18395,4
393,GA,Barrow,69367,18
394,GA,Bartow,100157,15
395,GA,Ben Hill,17634,5
396,GA,Berrien,19286,6
397,GA,Bibb,155547,44
398,GA,Bleckley,13063,3
399,GA,Brantley,18411,3
400,GA,Brooks,16243,5
401,GA,Bryan,30233,7
402,GA,Bulloch,70217,12
403,GA,Burke,23316,6
404,GA,Butts,23655,3
405,GA,Calhoun,6694,2
406,GA,Camden,50513,10
407,GA,Candler,10998,3
408,GA,Carroll,110527,17
409,GA,Catoosa,63942,11
410,GA,Charlton,12171,2
411,GA,Chatham,265128,72
412,GA,Chattahoochee,11267,5
413,GA,Chattooga,26015,6
414,GA,Cherokee,214346,26
415,GA,Clarke,116714,30
416,GA,Clay,3183,1
417,GA,Clayton,259424,50
418,GA,Clinch,6798,2
419,GA,Cobb,688078,120
420,GA,Coffee,42356,9
421,GA,Colquitt,45498,10
422,GA,Columbia,124053,20
423,GA,Cook,17212,4
424,GA,Coweta,127317,20
425,GA,Crawford,12630,3
426,GA,Crisp,23439,6
427,GA,Dade,16633,4
428,GA,Dawson,22330,3
429,GA,DeKalb,691893,145
430,GA,Decatur,27842,7
431,GA,Dodge,21796,6
432,GA,Dooly,14918,3
433,GA,Dougherty,94565,27
434,GA,Douglas,132403,20
435,GA,Early,11008,5
436,GA,Echols,4034,2
437,GA,Effingham,52250,10
438,GA,Elbert,20166,5
439,GA,Emanuel,22598,6
440,GA,Evans,11000,3
441,GA,Fannin,23682,5
442,GA,Fayette,106567,20
443,GA,Floyd,96317,20
444,GA,Forsyth,175511,45
445,GA,Franklin,22084,5
446,GA,Fulton,920581,204
447,GA,Gilmer,28292,5
448,GA,Glascock,3082,1
449,GA,Glynn,79626,15
450,GA,Gordon,55186,9
451,GA,Grady,25011,6
452,GA,Greene,15994,7
453,GA,Gwinnett,805321,113
454,GA,Habersham,43041,8
455,GA,Hall,179684,36
456,GA,Hancock,9429,2
457,GA,Haralson,28780,5
458,GA,Harris,32024,5
459,GA,Hart,25213,5
460,GA,Heard,11834,3
461,GA,Henry,203922,25
462,GA,Houston,139900,23
463,GA,Irwin,9538,2
464,GA,Jackson,60485,11
465,GA,Jasper,13900,3
466,GA,Jeff Davis,15068,3
467,GA,Jefferson,16930,4
468,GA,Jenkins,8340,2
469,GA,Johnson,9980,3
470,GA,Jones,28669,6
471,GA,Lamar,18317,3
472,GA,Lanier,10078,2
473,GA,Laurens,48434,13
474,GA,Lee,28298,5
475,GA,Liberty,63453,14
476,GA,Lincoln,7996,2
477,GA,Long,14464,3
478,GA,Lowndes,109233,25
479,GA,Lumpkin,29966,4
480,GA,Macon,14740,4
481,GA,Madison,28120,6
482,GA,Marion,8742,2
483,GA,McDuffie,21875,5
484,GA,McIntosh,14333,4
485,GA,Meriwether,21992,4
486,GA,Miller,6125,3
487,GA,Mitchell,23498,5
488,GA,Monroe,26424,5
489,GA,Montgomery,9123,3
490,GA,Morgan,17868,5
491,GA,Murray,39628,8
492,GA,Muscogee,189885,53
493,GA,Newton,99958,13
494,GA,Oconee,32808,6
495,GA,Oglethorpe,14899,4
496,GA,Paulding,142324,19
497,GA,Peach,27695,6
498,GA,Pickens,29431,6
499,GA,Pierce,18758,4
500,GA,Pike,17869,4
501,GA,Polk,41475,7
502,GA,Pulaski,12010,3
503,GA,Putnam,21218,5
504,GA,Quitman,2513,1
505,GA,Rabun,16276,5
506,GA,Randolph,7719,2
507,GA,Richmond,200549,47
508,GA,Rockdale,85215,15
509,GA,Schley,5010,2
510,GA,Screven,14593,5
511,GA,Seminole,8729,3
512,GA,Spalding,64073,12
513,GA,Stephens,26175,5
514,GA,Stewart,6058,2
515,GA,Sumter,32819,8
516,GA,Talbot,6865,3
517,GA,Taliaferro,1717,1
518,GA,Tattnall,25520,5
519,GA,Taylor,8906,3
520,GA,Telfair,16500,3
521,GA,Terrell,9315,4
522,GA,Thomas,44720,11
523,GA,Tift,40118,9
524,GA,Toombs,27223,6
525,GA,Towns,10471,3
526,GA,Treutlen,6885,2
527,GA,Troup,67044,14
528,GA,Turner,8930,2
529,GA,Twiggs,9023,2
530,GA,Union,21356,6
531,GA,Upson,27153,7
532,GA,Walker,68756,13
533,GA,Walton,83768,15
534,GA,Ware,36312,9
535,GA,Warren,5834,2
536,GA,Washington,21187,5
537,GA,Wayne,30099,6
538,GA,Webster,2799,2
539,GA,Wheeler,7421,2
540,GA,White,27144,5
541,GA,Whitfield,102599,18
542,GA,Wilcox,9255,4
543,GA,Wilkes,10593,4
544,GA,Wilkinson,9563,3
545,GA,Worth,21679,5
546,HI,Hawaii,185079,34
547,HI,Honolulu,953207,244
548,HI,Kalawao,90,1
549,HI,Kauai,67091,16
550,HI,Maui,154834,37
551,IA,Adair,7682,3
552,IA,Adams,4029,2
553,IA,Allamakee,14330,5
554,IA,Appanoose,12887,5
555,IA,Audubon,6119,3
556,IA,Benton,26076,7
557,IA,Black Hawk,131090,38
558,IA,Boone,26306,7
559,IA,Bremer,24276,8
560,IA,Buchanan,20958,6
561,IA,Buena Vista,20260,6
562,IA,Butler,14867,5
563,IA,Calhoun,9670,4
564,IA,Carroll,20816,6
565,IA,Cass,13956,5
566,IA,Cedar,18499,5
567,IA,Cerro Gordo,44151,11
568,IA,Cherokee,12072,4
569,IA,Chickasaw,12439,4
570,IA,Clarke,9286,3
571,IA,Clay,16667,4
572,IA,Clayton,18129,6
573,IA,Clinton,49116,12
574,IA,Crawford,17096,5
575,IA,Dallas,66135,15
576,IA,Davis,8753,2
577,IA,Decatur,8457,3
578,IA,Delaware,17764,4
579,IA,Des Moines,40325,11
580,IA,Dickinson,16667,5
581,IA,Dubuque,93653,26
582,IA,Emmet,10302,4
583,IA,Fayette,20880,7
584,IA,Floyd,16303,5
585,IA,Franklin,10680,3
586,IA,Fremont,7441,3
587,IA,Greene,9336,4
588,IA,Grundy,12453,4
589,IA,Guthrie,10954,3
590,IA,Hamilton,15673,5
591,IA,Hancock,11341,4
592,IA,Hardin,17534,6
593,IA,Harrison,14928,5
594,IA,Henry,20145,5
595,IA,Howard,9566,3
596,IA,Humboldt,9815,4
597,IA,Ida,7089,3
598,IA,Iowa,16355,4
599,IA,Jackson,19848,6
600,IA,Jasper,36842,9
601,IA,Jefferson,16843,4
602,IA,Johnson,130882,24
603,IA,Jones,20638,5
604,IA,Keokuk,10511,4
605,IA,Kossuth,15543,6
606,IA,Lee,35862,11
607,IA,Linn,211226,45
608,IA,Louisa,11387,3
609,IA,Lucas,8898,4
610,IA,Lyon,11581,3
611,IA,Madison,15679,3
612,IA,Mahaska,22381,7
613,IA,Marion,33309,8
614,IA,Marshall,40648,10
615,IA,Mills,15059,5
616,IA,Mitchell,10776,3
617,IA,Monona,9243,4
618,IA,Monroe,7970,3
619,IA,Montgomery,10740,4
620,IA,Muscatine,42745,10
621,IA,O'Brien,14398,4
622,IA,Osceola,6462,2
623,IA,Page,15932,6
624,IA,Palo Alto,9421,4
625,IA,Plymouth,24986,6
626,IA,Pocahontas,7310,3
627,IA,Polk,430640,98
628,IA,Pottawattamie,93158,30
629,IA,Poweshiek,18914,5
630,IA,Ringgold,5131,2
631,IA,Sac,10350,4
632,IA,Scott,165224,47
633,IA,Shelby,12167,4
634,IA,Sioux,33704,7
635,IA,Story,89542,20
636,IA,Tama,17767,6
637,IA,Taylor,6317,3
638,IA,Union,12534,4
639,IA,Van Buren,7570,2
640,IA,Wapello,35625,11
641,IA,Warren,46225,12
642,IA,Washington,21704,5
643,IA,Wayne,6403,3
644,IA,Webster,38013,12
645,IA,Winnebago,10866,3
646,IA,Winneshiek,21056,5
647,IA,Woodbury,102172,26
648,IA,Worth,7598,3
649,IA,Wright,13229,5
650,ID,Ada,392365,59
651,ID,Adams,3976,2
652,ID,Bannock,82839,22
653,ID,Bear Lake,5986,2
654,ID,Benewah,9285,2
655,ID,Bingham,45607,8
656,ID,Blaine,21376,4
657,ID,Boise,7028,1
658,ID,Bonner,40877,9
659,ID,Bonneville,104234,21
660,ID,Boundary,10972,2
661,ID,Butte,2891,1
662,ID,Camas,1117,1
663,ID,Canyon,188923,29
664,ID,Caribou,6963,2
665,ID,Cassia,22952,6
666,ID,Clark,982,1
667,ID,Clearwater,8761,2
668,ID,Custer,4368,1
669,ID,Elmore,27038,5
670,ID,Franklin,12786,2
671,ID,Fremont,13242,3
672,ID,Gem,16719,3
673,ID,Gooding,15464,2
674,ID,Idaho,16267,5
675,ID,Jefferson,26140,4
676,ID,Jerome,22374,5
677,ID,Kootenai,138494,25
678,ID,Latah,37244,7
679,ID,Lemhi,7936,3
680,ID,Lewis,3821,3
681,ID,Lincoln,5208,1
682,ID,Madison,37536,6
683,ID,Minidoka,20069,5
684,ID,Nez Perce,39265,10
685,ID,Oneida,4286,1
686,ID,Owyhee,11526,3
687,ID,Payette,22623,4
688,ID,Power,7817,2
689,ID,Shoshone,12765,3
690,ID,Teton,10170,1
691,ID,Twin Falls,77230,14
692,ID,Valley,9862,3
693,ID,Washington,10198,3
694,IL,Adams,67103,18
695,IL,Alexander,8238,4
696,IL,Bond,17768,4
697,IL,Boone,54165,7
698,IL,Brown,6937,2
699,IL,Bureau,34978,10
700,IL,Calhoun,5089,2
701,IL,Carroll,15387,6
702,IL,Cass,13642,5
703,IL,Champaign,201081,43
704,IL,Christian,34800,10
705,IL,Clark,16335,4
706,IL,Clay,13815,4
707,IL,Clinton,37762,8
708,IL,Coles,53873,12
709,IL,Cook,5194675,1318
710,IL,Crawford,19817,6
711,IL,Cumberland,11048,3
712,IL,De Witt,16561,5
713,IL,DeKalb,105160,21
714,IL,Douglas,19980,5
715,IL,DuPage,916924,216
716,IL,Edgar,18576,5
717,IL,Edwards,6721,3
718,IL,Effingham,34242,8
719,IL,Fayette,22140,7
720,IL,Ford,14081,5
721,IL,Franklin,39561,12
722,IL,Fulton,37069,12
723,IL,Gallatin,5589,2
724,IL,Greene,13886,5
725,IL,Grundy,50063,10
726,IL,Hamilton,8457,3
727,IL,Hancock,19104,7
728,IL,Hardin,4320,2
729,IL,Henderson,7331,3
730,IL,Henry,50486,13
731,IL,Iroquois,29718,9
732,IL,Jackson,60218,14
733,IL,Jasper,9698,3
734,IL,Jefferson,38827,11
735,IL,Jersey,22985,6
736,IL,Jo Daviess,22678,6
737,IL,Johnson,12582,4
738,IL,Kane,515269,82
739,IL,Kankakee,113449,29
740,IL,Kendall,114736,10
741,IL,Knox,52919,16
742,IL,La Salle,113924,28
743,IL,Lake,703462,153
744,IL,Lawrence,16833,5
745,IL,Lee,36031,9
746,IL,Livingston,38950,10
747,IL,Logan,30305,8
748,IL,Macon,110768,34
749,IL,Macoupin,47765,13
750,IL,Madison,269282,61
751,IL,Marion,39437,12
752,IL,Marshall,12640,5
753,IL,Mason,14666,6
754,IL,Massac,15429,4
755,IL,McDonough,32612,10
756,IL,McHenry,308760,52
757,IL,McLean,169572,41
758,IL,Menard,12705,3
759,IL,Mercer,16434,4
760,IL,Monroe,32957,6
761,IL,Montgomery,30104,8
762,IL,Morgan,35547,10
763,IL,Moultrie,14846,4
764,IL,Ogle,53497,11
765,IL,Peoria,186494,48
766,IL,Perry,22350,6
767,IL,Piatt,16729,4
768,IL,Pike,16430,5
769,IL,Pope,4470,2
770,IL,Pulaski,6161,2
771,IL,Putnam,6006,2
772,IL,Randolph,33476,9
773,IL,Richland,16233,5
774,IL,Rock Island,147546,40
775,IL,Saline,24913,9
776,IL,Sangamon,197465,53
777,IL,Schuyler,7544,3
778,IL,Scott,5355,2
779,IL,Shelby,22363,6
780,IL,St. Clair,270056,60
781,IL,Stark,5994,2
782,IL,Stephenson,47711,13
783,IL,Tazewell,135394,30
784,IL,Union,17808,5
785,IL,Vermilion,81625,24
786,IL,Wabash,11947,4
787,IL,Warren,17707,5
788,IL,Washington,14716,4
789,IL,Wayne,16760,5
790,IL,White,14665,5
791,IL,Whiteside,58498,18
792,IL,Will,677560,152
793,IL,Williamson,66357,15
794,IL,Winnebago,295266,77
795,IL,Woodford,38664,9
796,IN,Adams,34387,7
797,IN,Allen,355329,96
798,IN,Bartholomew,76794,15
799,IN,Benton,8854,3
800,IN,Blackford,12766,4
801,IN,Boone,56640,10
802,IN,Brown,15242,4
803,IN,Carroll,20155,7
804,IN,Cass,38966,11
805,IN,Clark,110232,26
806,IN,Clay,26890,6
807,IN,Clinton,33224,8
808,IN,Crawford,10713,3
809,IN,Daviess,31648,7
810,IN,DeKalb,42223,9
811,IN,Dearborn,50047,10
812,IN,Decatur,25740,6
813,IN,Delaware,117671,30
814,IN,Dubois,41889,7
815,IN,Elkhart,197559,36
816,IN,Fayette,24277,7
817,IN,Floyd,74578,20
818,IN,Fountain,17240,5
819,IN,Franklin,23087,5
820,IN,Fulton,20836,6
821,IN,Gibson,33503,7
822,IN,Grant,70061,16
823,IN,Greene,33165,9
824,IN,Hamilton,274569,39
825,IN,Hancock,70002,10
826,IN,Harrison,39364,6
827,IN,Hendricks,145448,21
828,IN,Henry,49462,13
829,IN,Howard,82752,20
830,IN,Huntington,37124,9
831,IN,Jackson,42376,10
832,IN,Jasper,33478,8
833,IN,Jay,21253,7
834,IN,Jefferson,32428,7
835,IN,Jennings,28525,6
836,IN,Johnson,139654,22
837,IN,Knox,38440,10
838,IN,Kosciusko,77358,19
839,IN,LaGrange,37128,8
840,IN,LaPorte,111467,28
841,IN,Lake,496005,117
842,IN,Lawrence,46134,10
843,IN,Madison,131636,37
844,IN,Marion,903393,224
845,IN,Marshall,47051,12
846,IN,Martin,10334,3
847,IN,Miami,36903,10
848,IN,Monroe,137974,31
849,IN,Montgomery,38124,9
850,IN,Morgan,68894,13
851,IN,Newton,14244,4
852,IN,Noble,47536,10
853,IN,Ohio,6128,2
854,IN,Orange,19840,6
855,IN,Owen,21575,5
856,IN,Parke,17339,4
857,IN,Perry,19338,5
858,IN,Pike,12845,4
859,IN,Porter,164343,32
860,IN,Posey,25910,7
861,IN,Pulaski,13402,4
862,IN,Putnam,37963,7
863,IN,Randolph,26171,8
864,IN,Ripley,28818,6
865,IN,Rush,17392,5
866,IN,Scott,24181,5
867,IN,Shelby,44436,10
868,IN,Spencer,20952,5
869,IN,St. Joseph,266931,75
870,IN,Starke,23363,7
871,IN,Steuben,34185,9
872,IN,Sullivan,21475,5
873,IN,Switzerland,10613,3
874,IN,Tippecanoe,172780,37
875,IN,Tipton,15936,4
876,IN,Union,7516,2
877,IN,Vanderburgh,179703,49
878,IN,Vermillion,16212,5
879,IN,Vigo,107848,28
880,IN,Wabash,32888,8
881,IN,Warren,8508,2
882,IN,Warrick,59689,11
883,IN,Washington,28262,6
884,IN,Wayne,68917,17
885,IN,Wells,27636,7
886,IN,White,24643,8
887,IN,Whitley,33292,7
888,KS,Allen,13371,5
889,KS,Anderson,8102,2
890,KS,Atchison,16924,4
891,KS,Barber,4861,2
892,KS,Barton,27674,8
893,KS,Bourbon,15173,5
894,KS,Brown,9984,3
895,KS,Butler,65880,13
896,KS,Chase,2790,1
897,KS,Chautauqua,3669,1
898,KS,Cherokee,21603,6
899,KS,Cheyenne,2726,1
900,KS,Clark,2215,1
901,KS,Clay,8535,2
902,KS,Cloud,9533,4
903,KS,Coffey,8601,3
904,KS,Comanche,1891,1
905,KS,Cowley,36311,11
906,KS,Crawford,39134,11
907,KS,Decatur,2961,2
908,KS,Dickinson,19754,6
909,KS,Doniphan,7945,3
910,KS,Douglas,110826,22
911,KS,Edwards,3037,2
912,KS,Elk,2882,1
913,KS,Ellis,28452,6
914,KS,Ellsworth,6497,2
915,KS,Finney,36776,12
916,KS,Ford,33848,7
917,KS,Franklin,25992,5
918,KS,Geary,34362,8
919,KS,Gove,2695,2
920,KS,Graham,2597,2
921,KS,Grant,7829,2
922,KS,Gray,6006,2
923,KS,Greeley,1247,1
